sdl 1:1.2.15+r406+gf1caf909-1
sdl2 2.0.20-2
sdl2_image 2.0.5-2
seabios 1.16.0-1
sed 4.8-1
semver 7.3.5-2
serd 0.30.10-1
shaderc 2022.1-2
shadow 4.11.1-1
shared-mime-info 2.0+115+gd74a913-1
shiboken6 6.2.3-3
signal-desktop 5.35.0-1
slang 2.3.2-2
smbclient 4.15.5-1
snappy 1.1.9-2
sof-firmware 2.0-1
solid 5.91.0-1
sonnet 5.91.0-1
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.3.1-2
spandsp 0.0.6-3
spectre-meltdown-checker 0.44+15+ga485c78-1
speex 1.2.0-3
speexdsp 1.2.0-2
spice 0.15.0-1
spice-gtk 0.40-1
spirv-tools 2022.1-1
sqlite 3.38.0-1
squashfs-tools 4.5-2
sratom 0.6.8-3
srt 1.4.4-1
stacer 1.1.0-1
startup-notification 0.12-7
stoken 0.92-4
sublime-text-4 4.4126-1
sudo 1.9.10-1
svt-av1 0.9.0-2
svt-hevc 1.5.1-2
sysfsutils 2.1.1-1
systemd 250.4-1
systemd-fsck-silent 239-1
systemd-libs 250.4-1
systemd-sysvcompat 250.4-1
taglib 1.12-1
talloc 2.3.3-3
tar 1.34-1
tcl 8.6.12-3
tdb 1.4.6-1
telepathy-glib 0.24.2-2
terminus-font 4.49.1-2
tevent 1:0.11.0-3
texinfo 6.8-2
thin-provisioning-tools 0.9.0-1
thunar 4.16.10-1
thunar-archive-plugin 0.4.0-3
thunar-media-tags-plugin 0.3.0-2
thunar-volman 4.16.0-1
timeshift 21.09.1-3
timeshift-autosnap-manjaro 0.10-1
tlp 1.5.0-3
tmux 3.2_a-1
tpm2-tss 3.2.0-1
tracker3 3.2.1-2
transmission-gtk 3.00-3
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-meslo 1.2.1-3
tumbler 4.16.0-3
twolame 0.4.0-2
tzdata 2021e-1
uchardet 0.0.7-1
udiskie 2.4.2-1
udisks2 2.9.4-1
ueberzug 18.1.9-3
ufw 0.36.1-1
unace 2.5-11
unixodbc 2.3.9-1
unrar 1:6.1.6-1
unzip 6.0-18
upower 0.99.17-1
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-1
usbredir 0.12.0-1
usbutils 014-2
util-linux 2.37.4-1
util-linux-libs 2.37.4-1
v4l-utils 1.22.1-1
v86d 0.1.10-5.1
vagrant 2.2.19-1
vde2 2.3.2-20
vi 1:070224-5
vid.stab 1.1-3
vim 8.2.4464-1
vim-runtime 8.2.4464-1
virglrenderer 0.9.1-1
virt-install 4.0.0-1
virt-manager 4.0.0-1
virt-viewer 11.0-1
virtualbox 6.1.32-2
visual-studio-code-bin 1.65.2-1
vlc 3.0.16-8
vmaf 2.3.0-1
volume_key 0.3.12-7
vpnc 1:0.5.3.r501.r196-1
vsqlite++ 0.3.13-7
vte-common 0.66.2-1
vte3 0.66.2-1
vulkan-headers 1:1.3.207-1
vulkan-icd-loader 1.3.207-1
wavpack 5.4.0-1
wayland 1.20.0-1
wayland-protocols 1.25-1
web-installer-url-handler 2.3-1
webkit2gtk 2.34.6-1
webrtc-audio-processing 0.3.1-3
wget 1.21.2-1
which 2.21-5
wildmidi 0.4.4-1
wireless-regdb 2022.02.18-1
woff2 1.0.2-3
wpa_supplicant 2:2.10-3
wpebackend-fdo 1.12.0-1
wps-office 11.1.0.10920-1
wps-office-mime 11.1.0.10920-1
x264 3:0.164.r3081.19856cc-2
x265 3.5-3
xapian-core 1:1.4.18-1
xapp 2.2.8-1
xcape 1.2-4
xcb-proto 1.14.1-5
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xclip 0.13-3
xcursor-breeze 5.11.5-1
xcursor-simpleandsoft 0.2-9
xcursor-vanilla-dmz-aa 0.4.5-2
xdg-dbus-proxy 0.1.3-1
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xf86-input-elographics 1.4.2-3
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.2.1-1
xf86-input-void 1.4.1-6
xfce4-appfinder 4.16.1-2
xfce4-battery-plugin 1.1.4-1
xfce4-clipman-plugin 1.6.2-1
xfce4-notifyd 0.6.3-1
xfce4-panel 4.16.3-3
xfce4-power-manager 4.16.0-3
xfce4-pulseaudio-plugin 0.4.3-1.1
xfce4-screenshooter 1.9.10-1
xfce4-session 4.16.0-2
xfce4-settings 4.16.2-1
xfce4-taskmanager 1.4.2-1
xfce4-terminal 0.8.10-2
xfce4-whiskermenu-plugin 2.7.1-1
xfce4-xkb-plugin 0.8.2-1
xfconf 4.16.0-2
xfdesktop 4.16.0-2
xfsprogs 5.14.2-1
xfwm4 4.16.1-3
xiccd 0.3.0-1
xkeyboard-config 2.35.1-1
xlayoutdisplay 1.3.0-1
xmlsec 1.2.33-1
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.8-2
xorg-mkfontscale 1.2.1-2
xorg-server 21.1.3-4
xorg-server-common 21.1.3-4
xorg-setxkbmap 1.3.2-2
xorg-twm 1.0.11-1
xorg-xauth 1.1.1-1
xorg-xdpyinfo 1.3.2-4
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xkbcomp 1.4.5-1
xorg-xkill 1.0.5-2
xorg-xmodmap 1.0.10-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-2
xorgproto 2021.5-1
xvidcore 1.3.7-2
xxhash 0.8.1-2
xz 5.2.5-2
yajl 2.1.0-5
yarn 1.22.17-1
yay 11.1.2-1
youtube-dl 2021.12.17-1
youtube-viewer 1:3.9.7-1
yt-dlp-git 2022.03.08.1.r25.gd71fd4124-1
zathura 0.4.8-1
zathura-pdf-mupdf 0.3.7-1
zbar 0.23.1-9
zeitgeist 1.0.4-1
zensu 0.3-6
zeromq 4.3.4-2
zimg 3.0.3-2
zip 3.0-9
zlib 1:1.2.11-5
zsh 5.8.1-1
zsh-autosuggestions 0.7.0-1
zsh-completions 0.33.0-1
zsh-history-substring-search 1.0.2-1
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k 1.16.1-1
zstd 1.5.2-2
zvbi 0.2.35-4
zxing-cpp 1.2.0-1
